email,homework,time_homework,time_lectures 
de0f806756d4a65ab26338444af6e1cdafc8b038,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",15.0,2.0
cf31770120f9b12f6dae01a98031c063fa491286,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",5.0,4.0
e27b5155aa893f751ff67be8a7e32077125fb125,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",12.0,2.0
dda5d36e1a3b9956125b2d0b4ea0a99de7e6ae12,Workshop 1: Data Ingestion,5.0,2.0
19d41c741210f1acaae01d57822da38adc76963c,Workshop 2: Streaming with SQL,2.0,5.0
98e2ebec03d59971f3b353f8e511c2d4666fa252,Workshop 2: Streaming with SQL,2.0,2.0
9fbea036f13a8de3be00449e0e4497bb6222accc,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",4.0,18.0
5f4ed8c659c432b094448bf0d91f8fa04496b198,Homework 6: Streaming,3.0,1.0
76e91d6cdc54cb661835026f9f97a75496c00da1,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",6.0,2.0
c6c7864f0d00c6ee42815cb913692bb55b05316f,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",15.0,10.0
5b9f74a904cf27c6c5ea296be7bd58841ed7d336,Homework 4: Analytics Engineering,3.0,4.0
fccba0c89bf3632990ea8a062769578e045d44a0,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",4.0,3.0
75f95aa317704c252ebf3023d55c526013cf83eb,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",8.0,1.0
7a727122ad741f31747179a22185a8dcbe364ace,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",,2.0
f2e1a55fef220c8e57bdb79980ac0325f7ac3789,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",15.0,2.0
27edb43508c56688dbe610717b362d4c1c0353f9,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",12.0,8.0
4279a82109a41546fdf1e8838660a85d0085f389,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",10.0,10.0
7a099addf165553cae88848ebf71a524ce5d7e1f,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",4.0,1.0
bbe5ad344f9e028f729e45b7aebd5dcbec0332ce,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",4.0,3.0
2d54a9ea84926a8d11b1063b64fb544c9106dc22,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",10.0,5.0
69e2bc0a813f21850045da8a41feb922e91528c1,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",4.0,8.0
916c6e2be5dddb4f39912fd66e2d0ebb4e2cbcdb,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",,1.5
a87e7e4f5f9b567d45237070406c8dbbce4e0ccc,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",11.0,2.0
c0be818ae83c933b51133d84c5653491dba5fec1,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",5.0,6.0
ceea3c504bde0c680f1c27e75f7e07d4f48270d4,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",6.0,3.0
2630d6724250e085dd825daa911b0d68a859612d,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",9.0,9.0
ab1355c11e03ff44f4896a1f65c0ea1618a4b49b,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",22.0,3.0
8177c46118cdc46edb81a37d75f2d0acb7a62b1f,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",6.0,4.0
1d8e52ac0c4e720c4d7799414bd0778c0f542fe1,Homework 2: Mage,6.0,2.0
803b135285e4e8082dcd9f77efe6eb6a6bc82bc4,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",2.0,4.0
2c2cad7491a391460cf6de001684b9a62ce3f87c,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",2.0,1.0
1e905e5cbcb3b73edff6a8a1bceb9069fe7830c7,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",,10.0
8ce9a3f079b8160e40952a5c15b81b8bd121d2e0,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",3.0,1.0
015e340d121275593386f06ceb8da380e82ae20f,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",12.0,2.0
f3e1d688ca55630f199ddbbea6f13ac47f99214e,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",6.0,1.0
d0d73c7135a3ecf8f350ffc9d71947221f58a65e,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",6.0,19.0
b84b5d433d08aa69feb33770ce3512c18c28992b,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",3.0,
dd75487e41e1ef5ea3e93b60732dfe2050c9c68e,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",2.0,4.0
87cdff40c18600f79b43baac9a9da9c9e1fbca94,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",2.0,4.0
89359d178dc0a61cc336e2411d5e4a084257bdba,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",20.0,4.0
6537eb6d6d16a2fb789e2e110543e9d7521dc15f,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",5.0,3.0
0f35b04392387b79633834e435f6b346a780a487,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",5.0,3.0
6f821f57fa0bb7d1810dbb93dd2673e43b09fd78,Workshop 1: Data Ingestion,2.0,1.0
639f128afd164b9408df7ce5f85a6b119f17d245,Workshop 2: Streaming with SQL,5.0,3.0
ec2b4338957ea0eac7ee9880505474f411375e22,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",,3.0
5aa3665ee1e104b41977ed7e56d1deaf4f45a543,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",20.0,10.0
f549a2f57b86ad8f3b1c6322dfced1d8c436a03b,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",2.0,3.0
2c92679188b80ac33f7eb2677ee4bff7c0741b8f,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",4.0,0.0
fbe8fbb3a848e74bcf9727ed2974facf112bb505,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",16.0,4.0
6a08745e9bee38371df5834c47666b073ea9be18,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",2.0,1.0
e1ca88892841ddb8a53959bbe7f6aaf29a4ccdab,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",4.0,5.0
e7b967327a85de234b2d34661032d65a61d66a0f,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",8.0,3.0
7f8740710e9276410a56a92361a060e587056eaf,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",6.0,4.0
d407b429e10ad8e91f4552ef38d6e120cbb759c1,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",4.0,2.0
51b0777e3f0a2d74f5950ad7f3b9a8abb00c16fa,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",30.0,8.0
594738ccda2822f56814cdb8d2b95c02e71dacda,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",,1.0
8521b58f06f96d62bf9c8369f45c8d601aefbc6c,Workshop 1: Data Ingestion,2.0,1.0
00977e24db381130c42b095059201a9ebd9b419d,Homework 2: Mage,2.0,3.0
449be84eb1b315a2eda2fb1bb1694801f6f361ba,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",9.0,10.0
e4e14f63496ad5adea4b19a909e11f7f5d8a8813,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",4.0,4.0
e694c416b4f8455dbc313c45ff93ddf1200a24a4,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",6.0,2.0
7ae5cdef6f5fa536ff8c697cf754af6ce37e8d12,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",10.0,2.0
b580c94d9b6c9409bc900e65e9115e6db51768e9,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",15.0,10.0
87264db9186a1b63657b57076254a8d001c45cb0,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",30.0,5.0
f02b6861a9d73241f69dfad6e8e8791b89ca618c,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",2.0,5.0
454ec38eef4703419829a3694f0c3b0c781d7567,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",12.0,3.0
597b19c44fa3e9e756acb645ebcd24fa90e54a04,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",10.0,12.0
91054b5eb2163d776607d46199119813c58bdace,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",8.0,10.0
d9941a6c647fa8f3c0d6a28d9e69315abae9e57a,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",8.0,4.0
fc28b64ba2fbcb25b769d3e3a0c8fc068192c2b4,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",10.0,20.0
b3fb84d5d56a727aee34b07394b94868b96a26ce,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",24.0,23.0
d7080a08966c8001c89b364dd8e9c5eee06061e4,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",5.0,4.0
0893913ff52f34c8667dcefc6bedea674874b992,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",15.0,2.0
d70e13b93ad3b4261245eb542ff0046f57746b06,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",4.0,4.0
33b4f2c54d9ec3d41ad3b49f7403a8662ce30fca,Homework 5: Batch processing,5.0,2.0
3d89d8eab94a9d32871bd790dea2d8cb5f689009,Homework 5: Batch processing,3.0,1.0
f78401bc750bfd2cd235f385f7a4177ddbb674d2,Workshop 2: Streaming with SQL,3.0,4.0
b4fc72b97d4133aa9c253d1ce61b0e387b0a5808,Workshop 1: Data Ingestion,1.5,60.0
9a29167c50195dd9356068bba2a419389c1ef51f,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",24.0,10.0
0a1126884b4d9c65ac8aef3ee253b3baf08df672,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",5.0,1.0
26e8f19acbabcf6ad650ca3da5056213a4431b88,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",1.5,30.0
77164f4b2568322aaff071a46f35724e0b92ca52,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",3.0,3.0
a52768cb526139728845f8a8f15b2a67753043ff,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",12.0,5.0
e89b50f6940ac240c2198f02868e4f7ebeb688bc,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",5.0,3.0
7bce72dec12ba55f45e9d4bfe711ad5669d73524,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",10.0,4.0
ad204078aa10d48d819666f8125d0f75c2f9ad89,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",36.0,12.0
d7f32a9eac10919b4907f215bdf9299eae2f7c2d,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",10.0,3.0
181a157c36d5c6712b1066a8eef0cbc111e26d68,Workshop 1: Data Ingestion,2.0,1.0
e46779e775d1a979f62cad195cedb7fdcdf1d913,Workshop 1: Data Ingestion,2.0,2.0
c0d8a37f8ed4fe1cdd772075bc9de94aac93126d,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",2.0,2.0
4031ad02ae471cdbaec9f93dca987d7add9fd98e,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",1.0,5.0
a507fd83182a2c307c2e506e64fb6b8ce2595b5d,Workshop 1: Data Ingestion,2.0,1.0
c146bd3dc2fd8f3b5ec6a077b89f1c3171280a44,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",12.0,1.0
0a9c373b07bb6c961746c488f917dee5f3fabea8,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",10.0,4.0
e6deaadd917045a33ccd279ab8de182d34ba3842,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",1.0,3.0
0dac0777bd4a288b1bc78ca939e658386ec47036,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",6.0,4.0
11ce8b998223ad1cc08f3487647a0a57c2a1b454,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",6.0,4.0
e96835270eadc1698ac04f5acd943f0015162994,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",4.0,4.0
cb2680f69b40ed5d7ccf80e3384b5c7525dd01c6,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",28.0,6.0
d735acad22ff734b8d4156202919de2a40432a81,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",10.0,2.0
eb6830f19a15d89765c0c5debc05be9884b6e3eb,Workshop 2: Streaming with SQL,2.0,4.0
7c4f21d152a268055be1212a8600dbe85f162cbd,Homework 5: Batch processing,6.0,4.0
29374eab2f9657635e2426cc6db84e9082312bbe,Workshop 1: Data Ingestion,2.0,2.0
55fdc2be3fa487b41cf20b25499c47821b7a9c91,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",,2.0
7bb00d5b1285e336e10463bf63187433c4b3293f,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",1.0,2.0
e52971b1daac5cc24e5a84121ddcf8f6fb0ba054,Homework 2: Mage,3.0,1.0
3fb0653fc81268e7d80ca3d6cc3457c4fc3b9264,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",3.0,
e6e74ec142006198e2db97796ba278749fa20f6f,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",19.0,3.0
1e05450bef7b7a87bde854aacdae76f9b21e13f8,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",10.0,2.0
c391409edfe87c492b3a09a7546f9b96a3e4bdf3,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",4.0,1.0
85750f45cb7f631f23448319defca8dd58a1a459,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",4.0,2.0
5e2a76568cdf44a2ca9355f0e6a2ad7e947d03ba,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",12.0,4.0
a92f1d897922b5673549f27bac33258c64048f9b,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",20.0,5.0
73b85119e9396c49e74af4d3c222f2b8f11e2dac,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",4.0,1.0
c984a5f2d1cb866c5ac9965f0ba9828380bba1fd,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",8.0,8.0
e24714fb7d2727dc134f9c13a378e3e2a092a96f,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",4.0,4.0
3350b4ca54efe27b585b2109152e7c72b62a3b13,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",3.0,3.0
61243921cc36ba966027d2e50d33e0f824d13403,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",3.0,3.0
35f90a2f20b0c6b2988323f51f8c26dabc70a1de,Workshop 1: Data Ingestion,1.0,1.0
a9f9effea0fba5eabac3654b2956b97b0259d89f,Workshop 1: Data Ingestion,12.0,2.0
10ab2806baba78d0ea7b115528b9b97cefc63f96,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",10.0,1.0
1d8e52ac0c4e720c4d7799414bd0778c0f542fe1,Workshop 1: Data Ingestion,3.0,2.0
2e04cb1fe94a2de1b176620f285d906b964c76ce,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",8.0,8.0
c5613186e5099fdada952411078f788df7449e56,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",3.0,3.0
652616109fad5306569b9fc06e697e2fa2158863,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",3.0,6.0
4551e2de82fea85e82431662cf1a015f7327ab4c,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",15.0,1.0
c3db10bdfe62729b2e7d8b610d45fdd3b933b4b2,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",1.0,2.0
d0164a26f1af413d05619e117ee396f7bd1afbf7,Workshop 2: Streaming with SQL,3.0,2.5
9afa6989b4abf3618fb81a0ea4fd68f025c3db63,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",2.0,8.0
b7bb30bca8f03245ff20677a10adcef580a3d12e,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",4.0,4.0
526d54978ebe147c0215bc8402d10a462b861618,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",3.0,2.0
19d41c741210f1acaae01d57822da38adc76963c,Homework 2: Mage,1.0,
72f2ffd20efa0a7e8e250fa340dc9fd470a271b8,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",10.0,4.0
0417a4d42f5e34823b89b89e293fa97c69b2c2bc,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",3.0,2.0
9ce19643e5cc8a8cff8f16b31badda1164802af8,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",6.0,19.0
b383e8f89bf40083cea29fefc69f4573a9ce4b3d,Workshop 2: Streaming with SQL,1.5,4.0
a6b1633c8c8d905a1e9010e818906af062a81da1,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",12.0,3.0
d7962885ef6be3838250fe180bd5cc0fbb3faf5b,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",24.0,8.0
48711e22581261be16bcfb94bcfd4e0a70c1f201,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",14.0,3.0
5205b47c5f296a5ec62e0f97c23ed6a0fefebedf,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",5.0,2.0
5171c802cc13d366c1fd9ba6665483ec54f016ef,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",2.0,5.0
c312beb09830cf47f44dfe87f969941d21a93521,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",6.0,2.0
71798fbfd6239f8a2bd2f3c75477793164b399c6,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",,3.0
18f96016aa86287b87cd9cbfbd028bf8e177f4cc,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",5.0,3.0
1d1c89a74a4387fef1e607181677f42e286138eb,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",6.0,
54a15b05c88c53a82627c802254c919859651cec,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",5.0,2.0
cfe6f030b4cfaa9b049b68bc00aa59f7c0fec092,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",7.0,2.0
fb3c481c373dc448fe97349d1e33c359d7d6685f,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",4.0,2.0
052a5ca7a46448f6d23fd8504f9258251190b7a5,Homework 2: Mage,3.0,1.0
ae2277f2a27edcac4175444e45822c5d6e83e9e1,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",2.0,2.0
b53d233d491c4cfb7fdd60bac03b61bbc48af765,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",3.0,
48711e22581261be16bcfb94bcfd4e0a70c1f201,Workshop 1: Data Ingestion,2.0,2.0
19c0098fee79c89aa75e15aab11e189610eede0b,Homework 2: Mage,2.0,3.0
a23b8910ac2791cccee0692ccd178cb7ead3ed51,Homework 3: Data Warehouse,3.0,4.0
2a122b09806eb6ad40b1a612b5e4c1dcacd8600c,Homework 2: Mage,6.0,2.0
877add7d1721d5579a08d9965ec545cb933bdb4a,Workshop 1: Data Ingestion,2.0,2.0
4b1273caf7bc868f96a28dd82766280888a237e9,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",20.0,8.0
a6d5760dcfe452da54741b8d4701bbe07bbe6a7e,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",15.0,0.0
e7abf91a05675aa49f60cda3b2bf27790712e6f8,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",8.0,2.0
b64df80809fbbd9ab441a79527158f8bd7431bbb,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",10.0,3.0
778c195f974870f5761c2eca30d835a8a8e6b998,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",8.0,5.0
9fa46e649707b60b9e4801bd7bc41d3009cf2967,Workshop 1: Data Ingestion,4.0,1.5
0cc904b130112b6f2dc021634847cfa5bb005ae6,Workshop 1: Data Ingestion,4.0,1.0
68bb7e8e7ac10d9c8b21ed9a95e34301ab20aca2,Workshop 1: Data Ingestion,1.0,1.0
822bc3715d9f69cbae885b447001cc3edc8805a0,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",8.0,16.0
8b3f812106a4e413670c8ceb0f98d8291795087d,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",4.0,2.0
8521b58f06f96d62bf9c8369f45c8d601aefbc6c,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",20.0,5.0
daf43abf5aea4fe8db55437efd18d917b52c3ec6,Workshop 1: Data Ingestion,3.0,3.0
82564633c28a6f70fe4bef95920170fa0f875e51,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",8.0,4.0
69f9a9dcda3dba2ca0aa8e6b90acc58bd26faed5,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",9.0,
6fca00ab3b5de40d47ee99b104d3e54086e80729,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",5.0,2.0
fbe4fceb0e1ff609f019560b90f452335ac6430d,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",1.0,5.0
f35536822136404d6ba53b091f4be24f25079038,Workshop 1: Data Ingestion,1.5,1.0
ce308972a84438e37fb1eb81ef41e69986a54d3a,Homework 3: Data Warehouse,,5.0
90b83dea3814c3d34f2f36484993553cd3633879,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",10.0,4.0
5bbc9980d32ffc904a7261621b41d93c24ae9f08,Homework 3: Data Warehouse,3.5,1.5
6fd3b9d094ef1b9eeb31214d279d551cfa27899c,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",5.0,2.0
90feba1be82d6b31c6a26cb49522dae9a9aeaa64,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",20.0,3.0
7bd477ab0c1138f8ed45eb5eb271de3d5bd31bf1,Workshop 1: Data Ingestion,2.0,1.0
c20d82bdb629c3fd69ef0dd4d47cc4827e649bc3,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",10.0,5.0
9fa46e649707b60b9e4801bd7bc41d3009cf2967,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",6.0,2.0
facef0743e0bd213d303662644e011c914b4a3e5,Workshop 1: Data Ingestion,2.0,4.0
23c3051fedcfb33601885d422e37711f5e0bc61d,Workshop 1: Data Ingestion,10.0,5.0
d6b71cce077f5a46ce3d16d0063eecf1dd920b73,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",6.0,1.0
ac9838c77cd147d88b199ed93dd2cf941e5f578c,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",8.0,0.0
77d6c97369c6c1286d4a9b33b98ed65d71fb59f6,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",20.0,4.0
1c6725b0ed05cb48e04507bfefcf3a15db17d6ed,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",5.0,10.0
fbf991cb5598d03a1d45aa644e6d57c15b667f87,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",20.0,4.0
47dc80cc5c99ca6f4daa5f4bdafa9ed66f0ade6a,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",72.0,48.0
ec60933edfee5c7f8d2faee5994a2a7dba5ba97b,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",10.0,2.0
5ab3c66027371f82c612e22400716886d9fd0a2d,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",20.0,5.0
6178959b17c4cec4434d8630965127dd28f8f081,Homework 3: Data Warehouse,6.0,2.0
118232f26dcabce0c246bc380d60d941970af9a2,Homework 2: Mage,3.0,1.0
e5788b6fdefb9fefe5152a694abcf3170fb57236,Workshop 2: Streaming with SQL,2.0,1.0
2dc0bfe4ac5b47857ea764b483398bd00aeb3aba,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",2.0,4.0
2e04cb1fe94a2de1b176620f285d906b964c76ce,Workshop 1: Data Ingestion,2.0,1.0
f78401bc750bfd2cd235f385f7a4177ddbb674d2,Workshop 1: Data Ingestion,4.0,5.0
53ef925074886bd37411a846359e239ad1763cfc,Homework 5: Batch processing,6.0,4.0
c1b2aa6d728165aa2780b22a7935e5d6bad5070f,Homework 5: Batch processing,20.0,4.0
2286dda162f331c18bed9cab02638ec486bad312,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",20.0,24.0
45ed970d754c7908768ba4bc4cb7ebe0679f35cd,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",8.0,5.0
d148d449791c66edbdfc8db8c606eae46d3fd87d,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",24.0,4.0
edfc8c8b40b7e8183b2ab42d98ef532dd9770979,Homework 5: Batch processing,25.0,5.0
9fcf83ff25006db0b84e58727c4903a8e5b58517,Homework 3: Data Warehouse,3.0,3.0
803b135285e4e8082dcd9f77efe6eb6a6bc82bc4,Workshop 2: Streaming with SQL,1.0,1.0
515db155a3b6222a66d52b4051b4c2e25db43767,Homework 4: Analytics Engineering,4.0,1.0
9633a1ddfce3bb77b3ba0d2e438202ee7e70a132,Homework 2: Mage,8.0,1.0
727a43f0f7ae87d8eed145e63d027a70e7a4901b,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",20.0,6.0
c69feef61c54a73761b2e6ce1fc3ec9a8a75e810,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",5.0,1.0
da6037ef83a5ceac3b0a4d10fbc0196af7979224,Workshop 1: Data Ingestion,4.0,1.0
78a78648031691de4015c80be8f8860c38d011f5,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",4.0,8.0
95afd21d17115c2ca94b770fdc45c565ecda7d1d,Homework 2: Mage,1.5,1.0
b5be2925036eb05438b1015d0e11997d198f180e,Homework 2: Mage,3.0,1.0
affddecd838f4c23c218491aac25f994540378da,Workshop 1: Data Ingestion,2.0,2.0
b4cf5dd3ab5c7488cf96b579bbf85d9e11a7feab,Workshop 1: Data Ingestion,2.0,0.0
e1a0a4f394c427ed5351b12845d1e2d5cef95fb1,Homework 5: Batch processing,6.0,1.0
3400eb0f664341c85fc104c1ff47c263fb19c802,Workshop 2: Streaming with SQL,2.0,1.0
a91027cc15eab18b265c9ca36642f5992c0d358d,Homework 2: Mage,3.0,3.0
55108a647802cb5d11f6395fdfacdf741b469fae,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",4.0,2.0
af75e30e69769ab1801c8d7f19345e46b5d7db31,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",12.0,2.0
4b44529a6494969a75f31a9d5c707cad4e1309ca,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",5.0,3.0
a2563f3a07b2867593c0860f45911d46b465a7d8,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",2.0,2.0
6249e2abdeed42050cf00f516cd690a65755454c,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",5.0,1.0
2329f1c79f4e8067c1fcd2d613c61a74257c63a6,Homework 3: Data Warehouse,,1.5
76f2229667b4f5a9e80591c68e30266cd7a5887e,Homework 2: Mage,20.0,5.0
b7eae0671f2e69b864aae8061a3b6d6d6d48a13c,Homework 2: Mage,48.0,2.0
f358c2b81f88c36d64e7ba2b2fca2e141ff6f9fd,Homework 2: Mage,19.0,12.0
b14ea64876c7b845a5e8a866ad49a7bdbec97b90,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",7.0,5.0
a53dbbee0a535df4d5f1c6e1e73a05b4e06a40c9,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",18.0,4.0
95f9a18bb30b212bf2adbf1da6c5d4eea4753f1e,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",0.5,1.5
df61619ba504ce0be5dd4ecb695123a5073cd9c1,"Homework 1: Pre-Requisites (Docker, Terraform, SQL)",6.0,2.0
